reservation_id,user_id,user_total_bookings,user_cancelled_bookings,user_recent_bookings_30d,loyalty_level,loyalty_points,date_reservation,seance_date_heure,days_until_seance,booking_lead_hours,seance_hour,seance_weekday,is_weekend,prix_base,langue,film_genre,seat_number,is_premium_seat,statut,cancellation_target
528,45,6,1,5,BRONZE,72,2025-11-18T09:00:00,2025-12-05T03:00:00,17,402,3,4,0,28.4,EN,Drama,26,0,PENDING,0
529,45,7,1,6,BRONZE,72,2025-12-08T01:00:00,2025-12-12T10:00:00,4,105,10,4,0,12.67,EN,Horror,30,0,CONFIRMED,0
530,45,8,1,3,BRONZE,72,2026-01-17T03:00:00,2026-01-31T08:00:00,14,341,8,5,1,12.01,FR,Thriller,100,0,CONFIRMED,0
531,45,9,1,5,BRONZE,72,2026-01-05T16:00:00,2026-01-10T04:00:00,5,108,4,5,1,22.35,AR,Action,12,1,PENDING,0
532,45,10,1,9,BRONZE,72,2025-11-26T16:00:00,2025-12-04T08:00:00,8,184,8,3,0,18.95,AR,Comedy,25,0,CONFIRMED,0
533,45,11,1,0,BRONZE,72,2026-04-18T02:00:00,2026-04-22T01:00:00,4,95,1,2,0,20.14,FR,Action,38,0,CONFIRMED,0
534,45,12,1,11,BRONZE,72,2025-12-09T02:00:00,2025-12-28T00:00:00,19,454,0,6,1,22.76,AR,Comedy,57,0,CONFIRMED,0
535,45,13,1,4,BRONZE,72,2026-02-16T00:00:00,2026-03-04T19:00:00,16,403,19,2,0,21.18,EN,Animation,4,1,CONFIRMED,0
536,45,14,1,7,BRONZE,72,2026-01-12T03:00:00,2026-01-26T19:00:00,14,352,19,0,0,26.02,AR,Drama,46,0,CONFIRMED,0
537,45,15,1,6,BRONZE,72,2026-02-11T03:00:00,2026-02-17T12:00:00,6,153,12,1,0,13.86,EN,Romance,10,1,CONFIRMED,0
538,45,16,1,9,BRONZE,72,2026-01-28T23:00:00,2026-02-02T20:00:00,5,117,20,0,0,29.89,FR,Thriller,88,0,CONFIRMED,0
539,46,1,0,0,BRONZE,81,2026-02-20T04:00:00,2026-03-10T05:00:00,18,433,5,1,0,16.99,EN,Comedy,14,0,CONFIRMED,0
540,46,2,0,1,BRONZE,81,2025-10-31T19:00:00,2025-11-14T03:00:00,14,320,3,4,0,12.13,AR,Thriller,109,0,CONFIRMED,0
541,46,3,0,1,BRONZE,81,2025-12-13T16:00:00,2026-01-01T10:00:00,19,450,10,3,0,17.49,FR,Romance,66,0,CONFIRMED,0
542,46,4,0,3,BRONZE,81,2025-11-23T06:00:00,2025-11-24T15:00:00,1,33,15,0,0,22.51,FR,Thriller,5,1,CONFIRMED,0
543,46,5,1,4,BRONZE,81,2025-10-26T05:00:00,2025-11-05T05:00:00,10,240,5,2,0,31.53,EN,Horror,89,0,CANCELLED,1
544,46,6,1,5,BRONZE,81,2025-10-29T04:00:00,2025-11-06T12:00:00,8,200,12,3,0,23.62,FR,Animation,34,0,CONFIRMED,0
545,46,7,1,1,BRONZE,81,2026-02-09T19:00:00,2026-02-23T02:00:00,14,319,2,0,0,18.86,FR,Drama,54,0,CONFIRMED,0
546,46,8,1,3,BRONZE,81,2026-01-07T02:00:00,2026-01-16T22:00:00,9,236,22,4,0,15.6,FR,Animation,30,0,PENDING,0
547,46,9,2,2,BRONZE,81,2026-02-17T17:00:00,2026-02-27T04:00:00,10,227,4,4,0,29.13,FR,Romance,95,0,CANCELLED,1
548,46,10,2,0,BRONZE,81,2026-04-17T05:00:00,2026-04-26T10:00:00,9,221,10,6,1,21.99,VO,Romance,67,0,CONFIRMED,0
549,46,11,3,7,BRONZE,81,2025-12-16T01:00:00,2025-12-21T15:00:00,5,134,15,6,1,23.24,EN,Drama,89,0,CANCELLED,1
550,46,12,3,4,BRONZE,81,2026-02-23T02:00:00,2026-03-05T11:00:00,10,249,11,3,0,28.78,FR,Sci-Fi,34,0,CONFIRMED,0
551,46,13,4,5,BRONZE,81,2026-02-12T23:00:00,2026-02-13T15:00:00,1,16,15,4,0,20.24,FR,Sci-Fi,78,0,CANCELLED,1
552,46,14,4,13,BRONZE,81,2025-11-22T17:00:00,2025-11-26T16:00:00,4,95,16,2,0,31.59,FR,Drama,66,0,PENDING,0
553,46,15,4,1,BRONZE,81,2026-03-29T22:00:00,2026-04-12T06:00:00,14,320,6,6,1,17.73,EN,Comedy,22,0,PENDING,0
554,46,16,5,10,BRONZE,81,2026-01-01T16:00:00,2026-01-10T13:00:00,9,213,13,5,1,28.98,FR,Comedy,30,0,CANCELLED,1
555,46,17,5,16,BRONZE,81,2025-11-03T01:00:00,2025-11-18T10:00:00,15,369,10,1,0,17.35,EN,Comedy,57,0,PENDING,0
556,47,1,0,0,SILVER,371,2026-03-03T10:00:00,2026-03-06T08:00:00,3,70,8,4,0,26.56,EN,Thriller,90,0,CONFIRMED,0
557,47,2,0,1,SILVER,371,2026-01-08T07:00:00,2026-01-10T13:00:00,2,54,13,5,1,13.28,AR,Animation,4,1,CONFIRMED,0
558,47,3,0,1,SILVER,371,2026-03-29T07:00:00,2026-04-04T03:00:00,6,140,3,5,1,24.36,FR,Thriller,50,0,CONFIRMED,0
559,47,4,0,3,SILVER,371,2026-02-05T20:00:00,2026-02-19T10:00:00,14,326,10,3,0,14.53,EN,Comedy,5,1,PENDING,0
560,47,5,0,4,SILVER,371,2026-01-25T19:00:00,2026-02-05T00:00:00,11,245,0,3,0,31.5,EN,Comedy,57,0,PENDING,0
561,47,6,0,5,SILVER,371,2025-12-02T05:00:00,2025-12-15T01:00:00,13,308,1,0,0,23.95,EN,Sci-Fi,73,0,CONFIRMED,0
562,47,7,0,6,SILVER,371,2025-12-04T01:00:00,2025-12-23T16:00:00,19,471,16,1,0,18.94,EN,Romance,57,0,CONFIRMED,0
563,47,8,0,2,SILVER,371,2026-03-11T01:00:00,2026-03-11T12:00:00,0,11,12,2,0,12.0,AR,Romance,45,0,CONFIRMED,0
564,47,9,0,8,SILVER,371,2025-10-24T19:00:00,2025-11-10T03:00:00,17,392,3,0,0,21.54,FR,Drama,38,0,PENDING,0
565,47,10,0,8,SILVER,371,2025-11-29T23:00:00,2025-12-04T05:00:00,5,102,5,3,0,20.23,EN,Drama,21,0,CONFIRMED,0
566,47,11,0,6,SILVER,371,2026-01-13T03:00:00,2026-01-18T23:00:00,5,140,23,6,1,13.58,EN,Horror,103,0,PENDING,0
567,47,12,0,11,SILVER,371,2025-10-26T02:00:00,2025-11-01T09:00:00,6,151,9,5,1,24.97,EN,Comedy,25,0,CONFIRMED,0
568,47,13,0,7,SILVER,371,2026-02-04T07:00:00,2026-02-18T03:00:00,14,332,3,2,0,21.11,FR,Sci-Fi,63,0,CONFIRMED,0
569,47,14,0,2,SILVER,371,2026-04-06T17:00:00,2026-04-07T10:00:00,1,17,10,1,0,15.72,FR,Comedy,92,0,CONFIRMED,0
570,47,15,0,4,SILVER,371,2026-03-27T06:00:00,2026-03-27T19:00:00,0,13,19,4,0,21.87,FR,Drama,103,0,CONFIRMED,0
571,47,16,0,15,SILVER,371,2025-10-23T09:00:00,2025-10-30T16:00:00,7,175,16,3,0,13.6,AR,Comedy,35,0,CONFIRMED,0
572,47,17,1,13,SILVER,371,2025-12-20T05:00:00,2025-12-24T13:00:00,4,104,13,2,0,29.91,FR,Drama,2,1,CANCELLED,1
573,48,1,0,0,SILVER,386,2026-04-11T04:00:00,2026-04-21T05:00:00,10,241,5,1,0,26.71,FR,Sci-Fi,27,0,CONFIRMED,0
574,48,2,0,1,SILVER,386,2026-01-30T00:00:00,2026-02-02T15:00:00,3,87,15,0,0,24.58,FR,Thriller,67,0,CONFIRMED,0
575,48,3,0,2,SILVER,386,2026-02-02T04:00:00,2026-02-10T02:00:00,8,190,2,1,0,29.75,AR,Comedy,15,0,CONFIRMED,0
576,48,4,0,1,SILVER,386,2026-04-16T05:00:00,2026-05-03T09:00:00,17,412,9,6,1,17.52,FR,Romance,2,1,CONFIRMED,0
577,48,5,0,4,SILVER,386,2025-10-24T19:00:00,2025-11-08T17:00:00,15,358,17,5,1,23.92,FR,Action,21,0,CONFIRMED,0
578,48,6,1,4,SILVER,386,2026-01-23T09:00:00,2026-01-24T21:00:00,1,36,21,5,1,19.11,FR,Animation,14,0,CANCELLED,1
579,48,7,1,5,SILVER,386,2026-02-19T00:00:00,2026-03-03T03:00:00,12,291,3,1,0,27.77,AR,Romance,57,0,CONFIRMED,0
580,48,8,1,6,SILVER,386,2026-01-12T23:00:00,2026-01-28T15:00:00,16,376,15,2,0,14.69,VO,Horror,57,0,CONFIRMED,0
581,48,9,1,7,SILVER,386,2025-12-15T04:00:00,2025-12-27T12:00:00,12,296,12,5,1,15.73,FR,Sci-Fi,36,0,CONFIRMED,0
582,48,10,1,8,SILVER,386,2025-11-29T05:00:00,2025-11-30T22:00:00,1,41,22,6,1,22.62,FR,Romance,70,0,CONFIRMED,0
583,48,11,1,10,SILVER,386,2025-11-06T18:00:00,2025-11-15T02:00:00,9,200,2,5,1,26.67,VO,Animation,47,0,CONFIRMED,0
584,48,12,1,2,SILVER,386,2026-04-02T17:00:00,2026-04-20T10:00:00,18,425,10,0,0,19.75,EN,Horror,71,0,CONFIRMED,0
585,48,13,1,9,SILVER,386,2026-01-05T00:00:00,2026-01-07T14:00:00,2,62,14,2,0,13.93,EN,Action,17,0,CONFIRMED,0
586,48,14,1,3,SILVER,386,2026-03-22T19:00:00,2026-03-27T03:00:00,5,104,3,4,0,13.98,EN,Romance,85,0,CONFIRMED,0
587,48,15,1,14,SILVER,386,2025-11-19T02:00:00,2025-11-20T09:00:00,1,31,9,3,0,19.33,EN,Action,120,0,CONFIRMED,0
588,48,16,1,4,SILVER,386,2026-03-29T20:00:00,2026-04-16T04:00:00,18,416,4,3,0,24.78,FR,Sci-Fi,114,0,CONFIRMED,0
589,48,17,1,5,SILVER,386,2026-04-05T02:00:00,2026-04-16T14:00:00,11,276,14,3,0,12.81,FR,Drama,28,0,CONFIRMED,0
590,48,18,1,10,SILVER,386,2026-02-18T17:00:00,2026-02-27T04:00:00,9,203,4,4,0,15.79,EN,Comedy,81,0,CONFIRMED,0
591,49,1,0,0,BRONZE,47,2026-01-17T20:00:00,2026-02-02T01:00:00,16,365,1,0,0,25.3,VO,Comedy,24,0,CONFIRMED,0
592,49,2,0,1,BRONZE,47,2025-11-02T05:00:00,2025-11-13T20:00:00,11,279,20,3,0,31.97,FR,Drama,41,0,PENDING,0
593,49,3,0,1,BRONZE,47,2026-01-13T21:00:00,2026-01-30T10:00:00,17,397,10,4,0,24.66,AR,Drama,31,0,CONFIRMED,0
594,49,4,1,3,BRONZE,47,2025-11-30T02:00:00,2025-12-08T00:00:00,8,190,0,0,0,31.23,FR,Drama,93,0,CANCELLED,1
595,49,5,1,2,BRONZE,47,2026-02-06T10:00:00,2026-02-17T17:00:00,11,271,17,1,0,14.7,VO,Action,29,0,CONFIRMED,0
596,49,6,2,5,BRONZE,47,2025-10-25T02:00:00,2025-11-13T22:00:00,19,476,22,3,0,23.07,EN,Thriller,20,0,CANCELLED,1
597,49,7,2,4,BRONZE,47,2025-12-22T23:00:00,2025-12-26T12:00:00,4,85,12,4,0,14.77,FR,Animation,30,0,CONFIRMED,0
598,49,8,2,7,BRONZE,47,2025-11-23T22:00:00,2025-12-06T07:00:00,13,297,7,5,1,30.36,AR,Sci-Fi,102,0,CONFIRMED,0
599,49,9,2,8,BRONZE,47,2025-10-24T16:00:00,2025-11-11T09:00:00,18,425,9,1,0,30.15,EN,Drama,94,0,CONFIRMED,0
600,49,10,2,0,BRONZE,47,2026-04-05T00:00:00,2026-04-12T16:00:00,7,184,16,6,1,29.6,FR,Thriller,16,0,CONFIRMED,0
601,49,11,2,10,BRONZE,47,2025-11-03T10:00:00,2025-11-17T04:00:00,14,330,4,0,0,27.55,FR,Drama,6,1,CONFIRMED,0
602,49,12,2,4,BRONZE,47,2026-01-25T18:00:00,2026-02-09T21:00:00,15,363,21,0,0,16.42,FR,Sci-Fi,51,0,PENDING,0
603,49,13,2,12,BRONZE,47,2025-11-22T18:00:00,2025-11-24T22:00:00,2,52,22,0,0,16.44,FR,Drama,17,0,CONFIRMED,0
604,49,14,3,1,BRONZE,47,2026-04-06T17:00:00,2026-04-15T11:00:00,9,210,11,2,0,17.25,FR,Drama,90,0,CANCELLED,1
605,50,1,1,0,SILVER,409,2025-11-03T16:00:00,2025-11-08T02:00:00,5,106,2,5,1,23.22,VO,Horror,32,0,CANCELLED,1
606,50,2,1,0,SILVER,409,2025-12-30T00:00:00,2026-01-13T20:00:00,14,356,20,1,0,30.48,FR,Sci-Fi,55,0,CONFIRMED,0
607,50,3,1,1,SILVER,409,2026-01-21T10:00:00,2026-02-07T02:00:00,17,400,2,5,1,18.1,VO,Animation,103,0,CONFIRMED,0
608,50,4,2,0,SILVER,409,2026-04-08T03:00:00,2026-04-12T15:00:00,4,108,15,6,1,25.71,FR,Sci-Fi,11,1,CANCELLED,1
609,50,5,2,1,SILVER,409,2026-04-06T03:00:00,2026-04-19T14:00:00,13,323,14,6,1,30.53,AR,Romance,2,1,PENDING,0
610,50,6,2,3,SILVER,409,2026-01-30T20:00:00,2026-02-10T03:00:00,11,247,3,1,0,12.45,FR,Animation,27,0,PENDING,0
611,50,7,2,6,SILVER,409,2025-11-29T19:00:00,2025-12-13T07:00:00,14,324,7,5,1,26.6,FR,Sci-Fi,3,1,PENDING,0
612,50,8,2,6,SILVER,409,2025-12-06T09:00:00,2025-12-12T01:00:00,6,136,1,4,0,15.41,FR,Romance,80,0,CONFIRMED,0
613,51,1,0,0,BRONZE,89,2026-01-17T07:00:00,2026-01-17T22:00:00,0,15,22,5,1,17.85,VO,Drama,49,0,CONFIRMED,0
614,51,2,0,1,BRONZE,89,2026-01-28T19:00:00,2026-02-16T12:00:00,19,449,12,0,0,23.94,FR,Comedy,59,0,CONFIRMED,0
615,51,3,1,0,BRONZE,89,2026-04-09T03:00:00,2026-04-29T01:00:00,20,478,1,2,0,22.59,FR,Drama,21,0,CANCELLED,1
616,51,4,1,3,BRONZE,89,2025-10-25T23:00:00,2025-11-02T18:00:00,8,187,18,6,1,24.5,FR,Thriller,65,0,CONFIRMED,0
617,51,5,2,3,BRONZE,89,2026-02-12T22:00:00,2026-03-04T03:00:00,20,461,3,2,0,32.0,VO,Thriller,36,0,CANCELLED,1
618,51,6,2,4,BRONZE,89,2026-01-21T22:00:00,2026-02-05T04:00:00,15,342,4,3,0,14.75,AR,Horror,87,0,CONFIRMED,0
619,52,1,0,0,BRONZE,166,2026-01-30T00:00:00,2026-02-08T19:00:00,9,235,19,6,1,22.84,FR,Action,70,0,CONFIRMED,0
620,52,2,0,0,BRONZE,166,2026-03-15T01:00:00,2026-03-29T23:00:00,14,358,23,6,1,26.1,EN,Action,117,0,CONFIRMED,0
621,52,3,0,2,BRONZE,166,2025-11-26T05:00:00,2025-12-03T05:00:00,7,168,5,2,0,13.36,EN,Sci-Fi,24,0,PENDING,0
622,52,4,0,1,BRONZE,166,2026-04-12T00:00:00,2026-05-01T00:00:00,19,456,0,4,0,31.46,VO,Drama,96,0,PENDING,0
623,52,5,0,3,BRONZE,166,2026-02-08T06:00:00,2026-02-25T02:00:00,17,404,2,2,0,15.76,FR,Action,79,0,CONFIRMED,0
624,52,6,0,5,BRONZE,166,2025-11-14T03:00:00,2025-11-27T02:00:00,13,311,2,3,0,16.64,EN,Drama,89,0,CONFIRMED,0
625,52,7,1,6,BRONZE,166,2025-11-15T19:00:00,2025-12-01T05:00:00,16,370,5,0,0,24.99,FR,Drama,61,0,CANCELLED,1
626,52,8,2,4,BRONZE,166,2026-03-01T03:00:00,2026-03-02T01:00:00,1,22,1,0,0,20.17,VO,Thriller,53,0,CANCELLED,1
627,52,9,2,8,BRONZE,166,2025-10-30T04:00:00,2025-11-15T13:00:00,16,393,13,5,1,16.09,FR,Thriller,57,0,CONFIRMED,0
628,53,1,0,0,GOLD,914,2026-04-08T22:00:00,2026-04-24T12:00:00,16,374,12,4,0,18.26,EN,Sci-Fi,77,0,CONFIRMED,0
629,53,2,0,1,GOLD,914,2026-04-09T18:00:00,2026-04-12T07:00:00,3,61,7,6,1,21.03,AR,Action,32,0,CONFIRMED,0
630,53,3,0,2,GOLD,914,2026-04-08T17:00:00,2026-04-17T05:00:00,9,204,5,4,0,22.32,EN,Action,38,0,PENDING,0
631,53,4,0,3,GOLD,914,2026-02-04T20:00:00,2026-02-08T15:00:00,4,91,15,6,1,20.45,EN,Action,67,0,CONFIRMED,0
632,53,5,0,4,GOLD,914,2025-11-04T20:00:00,2025-11-07T00:00:00,3,52,0,4,0,26.45,FR,Romance,115,0,CONFIRMED,0
633,53,6,0,4,GOLD,914,2026-01-04T00:00:00,2026-01-13T20:00:00,9,236,20,1,0,12.5,FR,Thriller,115,0,CONFIRMED,0
634,53,7,0,4,GOLD,914,2026-02-14T00:00:00,2026-03-01T00:00:00,15,360,0,6,1,24.97,AR,Comedy,94,0,CONFIRMED,0
635,53,8,0,6,GOLD,914,2025-12-24T23:00:00,2025-12-27T00:00:00,3,49,0,5,1,22.48,FR,Romance,66,0,CONFIRMED,0
636,53,9,0,8,GOLD,914,2025-11-29T22:00:00,2025-12-01T02:00:00,2,28,2,0,0,27.37,VO,Animation,85,0,CONFIRMED,0
637,53,10,0,4,GOLD,914,2026-03-13T05:00:00,2026-03-29T20:00:00,16,399,20,6,1,26.24,FR,Drama,99,0,CONFIRMED,0
638,53,11,1,6,GOLD,914,2026-03-04T07:00:00,2026-03-23T17:00:00,19,466,17,0,0,14.63,FR,Sci-Fi,33,0,CANCELLED,1
639,54,1,0,0,GOLD,1122,2025-12-14T03:00:00,2025-12-19T00:00:00,5,117,0,4,0,23.78,EN,Drama,11,1,CONFIRMED,0
640,54,2,0,1,GOLD,1122,2025-11-30T02:00:00,2025-12-13T13:00:00,13,323,13,5,1,24.57,AR,Comedy,24,0,CONFIRMED,0
641,54,3,0,0,GOLD,1122,2026-04-10T06:00:00,2026-04-28T17:00:00,18,443,17,1,0,12.65,EN,Animation,43,0,CONFIRMED,0
642,54,4,0,2,GOLD,1122,2026-01-03T05:00:00,2026-01-06T21:00:00,3,88,21,1,0,25.44,EN,Sci-Fi,77,0,CONFIRMED,0
643,54,5,0,4,GOLD,1122,2025-12-23T16:00:00,2025-12-31T14:00:00,8,190,14,2,0,30.63,FR,Comedy,48,0,PENDING,0
644,54,6,0,5,GOLD,1122,2025-12-30T17:00:00,2026-01-01T08:00:00,2,39,8,3,0,17.86,FR,Sci-Fi,36,0,CONFIRMED,0
645,54,7,0,1,GOLD,1122,2026-02-25T04:00:00,2026-03-10T11:00:00,13,319,11,1,0,13.16,EN,Thriller,68,0,CONFIRMED,0
646,54,8,0,7,GOLD,1122,2025-10-25T01:00:00,2025-11-03T09:00:00,9,224,9,0,0,24.18,FR,Horror,80,0,CONFIRMED,0
647,54,9,0,7,GOLD,1122,2025-11-25T19:00:00,2025-12-07T03:00:00,12,272,3,6,1,26.58,EN,Romance,114,0,CONFIRMED,0
648,54,10,0,2,GOLD,1122,2026-03-01T10:00:00,2026-03-04T04:00:00,3,66,4,2,0,12.48,EN,Action,109,0,CONFIRMED,0
649,54,11,0,7,GOLD,1122,2026-01-02T21:00:00,2026-01-04T02:00:00,2,29,2,6,1,18.68,EN,Sci-Fi,2,1,CONFIRMED,0
650,54,12,0,3,GOLD,1122,2026-02-13T08:00:00,2026-02-20T03:00:00,7,163,3,4,0,18.01,EN,Romance,15,0,CONFIRMED,0
651,54,13,0,11,GOLD,1122,2025-11-25T10:00:00,2025-12-13T10:00:00,18,432,10,5,1,15.51,FR,Drama,87,0,CONFIRMED,0
652,55,1,1,0,SILVER,239,2025-12-22T17:00:00,2026-01-11T01:00:00,20,464,1,6,1,18.7,AR,Drama,96,0,CANCELLED,1
653,55,2,1,1,SILVER,239,2025-12-07T01:00:00,2025-12-19T08:00:00,12,295,8,4,0,26.5,FR,Animation,27,0,CONFIRMED,0
654,55,3,1,1,SILVER,239,2026-01-19T08:00:00,2026-01-22T18:00:00,3,82,18,3,0,17.61,FR,Thriller,81,0,CONFIRMED,0
655,55,4,1,3,SILVER,239,2025-11-14T22:00:00,2025-11-19T03:00:00,5,101,3,2,0,23.9,AR,Romance,91,0,CONFIRMED,0
656,55,5,1,1,SILVER,239,2026-02-08T21:00:00,2026-02-10T23:00:00,2,50,23,1,0,21.94,FR,Horror,39,0,CONFIRMED,0
657,55,6,2,0,SILVER,239,2026-03-21T23:00:00,2026-04-07T22:00:00,17,407,22,1,0,12.75,FR,Action,65,0,CANCELLED,1
658,56,1,0,0,GOLD,848,2025-12-16T18:00:00,2025-12-23T14:00:00,7,164,14,1,0,27.51,FR,Thriller,106,0,CONFIRMED,0
659,56,2,1,0,GOLD,848,2026-03-17T04:00:00,2026-04-01T20:00:00,15,376,20,2,0,12.73,FR,Romance,15,0,CANCELLED,1
660,56,3,1,1,GOLD,848,2026-04-08T08:00:00,2026-04-15T16:00:00,7,176,16,2,0,21.34,FR,Horror,85,0,CONFIRMED,0
661,56,4,1,2,GOLD,848,2026-01-30T04:00:00,2026-02-06T06:00:00,7,170,6,4,0,16.01,FR,Animation,99,0,CONFIRMED,0
662,56,5,1,2,GOLD,848,2026-03-12T05:00:00,2026-03-18T07:00:00,6,146,7,2,0,14.29,VO,Animation,14,0,CONFIRMED,0
663,56,6,2,4,GOLD,848,2026-01-28T02:00:00,2026-01-31T08:00:00,3,78,8,5,1,30.87,AR,Animation,22,0,CANCELLED,1
664,56,7,3,6,GOLD,848,2025-11-14T00:00:00,2025-11-25T18:00:00,11,282,18,1,0,20.87,FR,Horror,87,0,CANCELLED,1
665,56,8,3,6,GOLD,848,2026-01-11T09:00:00,2026-01-13T11:00:00,2,50,11,1,0,20.53,FR,Animation,76,0,CONFIRMED,0
666,56,9,3,7,GOLD,848,2025-12-25T23:00:00,2026-01-01T20:00:00,7,165,20,3,0,18.65,FR,Romance,104,0,PENDING,0
667,56,10,3,8,GOLD,848,2025-12-20T16:00:00,2025-12-23T17:00:00,3,73,17,1,0,13.86,AR,Sci-Fi,13,0,CONFIRMED,0
668,56,11,3,9,GOLD,848,2025-12-20T19:00:00,2025-12-25T23:00:00,5,124,23,3,0,30.95,FR,Thriller,34,0,CONFIRMED,0
669,56,12,3,11,GOLD,848,2025-10-22T00:00:00,2025-11-08T01:00:00,17,409,1,5,1,29.22,FR,Horror,9,1,CONFIRMED,0
670,56,13,3,10,GOLD,848,2025-12-22T05:00:00,2025-12-28T11:00:00,6,150,11,6,1,27.36,EN,Action,14,0,CONFIRMED,0
671,57,1,0,0,BRONZE,38,2025-12-21T22:00:00,2026-01-03T18:00:00,13,308,18,5,1,20.27,EN,Animation,62,0,CONFIRMED,0
672,57,2,0,1,BRONZE,38,2025-10-23T16:00:00,2025-11-02T02:00:00,10,226,2,6,1,27.69,FR,Romance,70,0,CONFIRMED,0
673,57,3,0,2,BRONZE,38,2025-10-30T08:00:00,2025-11-15T08:00:00,16,384,8,5,1,30.62,EN,Horror,76,0,CONFIRMED,0
674,57,4,0,0,BRONZE,38,2026-03-25T20:00:00,2026-03-29T20:00:00,4,96,20,6,1,18.16,FR,Animation,88,0,PENDING,0
675,57,5,0,2,BRONZE,38,2026-01-12T00:00:00,2026-01-22T19:00:00,10,259,19,3,0,24.9,FR,Comedy,18,0,PENDING,0
676,57,6,0,5,BRONZE,38,2025-11-08T10:00:00,2025-11-24T19:00:00,16,393,19,0,0,14.93,FR,Animation,50,0,CONFIRMED,0
677,57,7,0,1,BRONZE,38,2026-02-26T00:00:00,2026-03-04T15:00:00,6,159,15,2,0,23.41,VO,Drama,120,0,PENDING,0
678,58,1,0,0,GOLD,1126,2025-12-09T22:00:00,2025-12-28T05:00:00,19,439,5,6,1,14.55,FR,Drama,71,0,CONFIRMED,0
679,58,2,0,1,GOLD,1126,2025-11-26T23:00:00,2025-11-29T13:00:00,3,62,13,5,1,29.22,AR,Comedy,90,0,CONFIRMED,0
680,58,3,0,0,GOLD,1126,2026-01-11T22:00:00,2026-01-20T07:00:00,9,201,7,1,0,20.7,FR,Comedy,18,0,CONFIRMED,0
681,58,4,0,1,GOLD,1126,2026-01-16T21:00:00,2026-01-20T09:00:00,4,84,9,1,0,17.77,AR,Action,2,1,CONFIRMED,0
682,58,5,0,4,GOLD,1126,2025-12-15T21:00:00,2025-12-19T00:00:00,4,75,0,4,0,13.69,EN,Drama,59,0,CONFIRMED,0
683,58,6,0,4,GOLD,1126,2026-01-01T05:00:00,2026-01-11T03:00:00,10,238,3,6,1,22.19,EN,Horror,46,0,CONFIRMED,0
684,58,7,0,0,GOLD,1126,2026-04-17T16:00:00,2026-04-28T13:00:00,11,261,13,1,0,28.94,FR,Horror,53,0,CONFIRMED,0
685,58,8,0,1,GOLD,1126,2026-04-11T09:00:00,2026-04-23T17:00:00,12,296,17,3,0,21.67,FR,Animation,89,0,PENDING,0
686,58,9,0,8,GOLD,1126,2025-12-06T02:00:00,2025-12-16T06:00:00,10,244,6,1,0,22.34,EN,Animation,32,0,PENDING,0
687,58,10,0,9,GOLD,1126,2025-10-30T08:00:00,2025-11-14T04:00:00,15,356,4,4,0,24.67,AR,Drama,7,1,CONFIRMED,0
688,58,11,0,2,GOLD,1126,2026-04-16T19:00:00,2026-04-26T17:00:00,10,238,17,6,1,22.25,EN,Sci-Fi,54,0,PENDING,0
689,59,1,0,0,BRONZE,29,2026-01-31T16:00:00,2026-02-06T11:00:00,6,139,11,4,0,13.23,EN,Comedy,7,1,CONFIRMED,0
690,59,2,0,1,BRONZE,29,2025-11-11T10:00:00,2025-11-17T18:00:00,6,152,18,0,0,21.7,FR,Action,101,0,CONFIRMED,0
691,59,3,0,1,BRONZE,29,2026-02-07T02:00:00,2026-02-25T15:00:00,18,445,15,2,0,17.14,AR,Animation,117,0,CONFIRMED,0
692,59,4,0,2,BRONZE,29,2025-12-25T23:00:00,2026-01-12T10:00:00,18,419,10,0,0,15.51,AR,Comedy,24,0,PENDING,0
693,59,5,0,3,BRONZE,29,2026-01-22T08:00:00,2026-01-25T16:00:00,3,80,16,6,1,23.91,AR,Romance,97,0,PENDING,0
694,59,6,1,3,BRONZE,29,2026-02-17T20:00:00,2026-03-05T13:00:00,16,377,13,3,0,24.75,FR,Sci-Fi,45,0,CANCELLED,1
695,59,7,1,4,BRONZE,29,2026-02-11T07:00:00,2026-02-12T15:00:00,1,32,15,3,0,15.35,FR,Drama,96,0,PENDING,0
696,59,8,1,5,BRONZE,29,2026-02-18T22:00:00,2026-03-05T17:00:00,15,355,17,3,0,26.11,EN,Comedy,112,0,CONFIRMED,0
697,59,9,1,7,BRONZE,29,2025-12-25T22:00:00,2026-01-09T15:00:00,15,353,15,4,0,18.31,EN,Thriller,13,0,CONFIRMED,0
698,59,10,1,8,BRONZE,29,2025-12-30T02:00:00,2026-01-06T11:00:00,7,177,11,1,0,17.41,AR,Comedy,75,0,PENDING,0
699,60,1,0,0,BRONZE,170,2026-01-23T05:00:00,2026-01-30T03:00:00,7,166,3,4,0,22.95,EN,Romance,2,1,CONFIRMED,0
700,60,2,0,1,BRONZE,170,2025-10-25T20:00:00,2025-11-02T13:00:00,8,185,13,6,1,16.39,FR,Comedy,4,1,CONFIRMED,0
701,60,3,0,2,BRONZE,170,2025-11-18T04:00:00,2025-12-01T04:00:00,13,312,4,0,0,24.76,AR,Action,110,0,CONFIRMED,0
702,60,4,0,3,BRONZE,170,2025-11-04T16:00:00,2025-11-22T01:00:00,18,417,1,5,1,31.34,VO,Sci-Fi,33,0,CONFIRMED,0
703,60,5,0,0,BRONZE,170,2026-03-30T20:00:00,2026-04-19T18:00:00,20,478,18,6,1,31.9,AR,Sci-Fi,86,0,CONFIRMED,0
